city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.949,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,38,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Arts,21,Unknown,1,13,1.0
0.866,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,15,0.0
0.7879999999999999,Female,Has relevant experience,No enrollment,Graduate,STEM,20,Funded Startup,2,6,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Funded Startup,1,80,1.0
0.899,Male,Has relevant experience,No enrollment,Masters,STEM,13,Funded Startup,2,28,0.0
0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,108,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,61,0.0
0.624,Male,Has relevant experience,Part time course,Graduate,STEM,4,Pvt Ltd,4,50,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,5,50,0.0
0.913,Male,No relevant experience,No enrollment,High School,Other,16,Public Sector,5,60,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,3,138,0.0
0.897,Unknown,No relevant experience,Full time course,Graduate,Other,3,Unknown,0,37,0.0
0.926,Male,No relevant experience,Part time course,High School,Other,3,Pvt Ltd,3,105,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,2,109,0.0
0.91,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,43,0.0
0.92,Unknown,No relevant experience,Full time course,High School,Other,3,Unknown,1,16,1.0
0.924,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,12,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,5,112,0.0
0.804,Unknown,No relevant experience,Full time course,Masters,STEM,9,Pvt Ltd,5,92,0.0
0.939,Female,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,2,144,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,1,17,1.0
0.855,Male,Has relevant experience,Part time course,Graduate,STEM,10,Pvt Ltd,1,99,0.0
0.92,Unknown,Has relevant experience,Part time course,Masters,STEM,11,Funded Startup,2,100,0.0
0.887,Male,Has relevant experience,No enrollment,Masters,STEM,11,Unknown,2,178,0.0
0.926,Male,No relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,22,0.0
0.698,Unknown,Has relevant experience,Full time course,Graduate,STEM,10,Pvt Ltd,2,7,1.0
0.91,Unknown,Has relevant experience,No enrollment,Masters,STEM,14,Pvt Ltd,5,240,0.0
0.924,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,2,30,0.0
0.92,Male,No relevant experience,Full time course,High School,Other,4,Pvt Ltd,1,194,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,1,97,0.0
0.939,Male,No relevant experience,No enrollment,Primary School,Other,3,Unknown,0,68,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Pvt Ltd,1,72,0.0
0.55,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,1,92,1.0
0.866,Unknown,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,3,0.0
0.887,Unknown,Has relevant experience,No enrollment,High School,Other,4,Pvt Ltd,4,12,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,10,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,5,157,0.0
0.926,Male,No relevant experience,Part time course,Masters,STEM,16,Public Sector,0,10,1.0
0.92,Unknown,Has relevant experience,No enrollment,Phd,STEM,16,Funded Startup,1,113,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,Arts,21,Funded Startup,2,26,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,124,0.0
0.624,Male,No relevant experience,Part time course,Graduate,No Major,9,Unknown,0,34,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,1,25,0.0
0.836,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,12,0.0
0.764,Male,No relevant experience,No enrollment,Graduate,STEM,5,Unknown,2,36,1.0
0.624,Female,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,4,28,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,5,91,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,4,26,0.0
0.647,Female,Has relevant experience,No enrollment,Masters,STEM,3,Unknown,1,100,0.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Funded Startup,2,21,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,33,0.0
0.915,Unknown,No relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,25,0.0
0.727,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,2,21,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Funded Startup,5,79,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,2,107,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,28,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,2,51,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,2,31,0.0
0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,5,Funded Startup,1,11,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,NGO,1,85,0.0
0.913,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,2,84,0.0
0.727,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,1,48,0.0
0.767,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,1,60,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,8,Funded Startup,1,48,0.0
0.579,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,79,1.0
0.8270000000000001,Male,Has relevant experience,No enrollment,High School,Other,11,Pvt Ltd,1,26,1.0
0.92,Other,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,150,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,19,Pvt Ltd,5,34,0.0
0.91,Female,No relevant experience,Full time course,Graduate,STEM,9,Unknown,5,89,1.0
0.92,Male,Has relevant experience,No enrollment,High School,Other,6,Pvt Ltd,1,26,0.0
0.624,Unknown,No relevant experience,Full time course,High School,Other,0,Unknown,0,24,0.0
0.855,Unknown,No relevant experience,Full time course,Graduate,Other,3,Unknown,1,13,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,26,0.0
0.924,Male,No relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,28,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,4,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,2,45,0.0
0.92,Male,No relevant experience,Part time course,High School,Other,3,Pvt Ltd,3,36,1.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,3,Funded Startup,1,9,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,13,Unknown,1,116,1.0
0.727,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,1,50,1.0
0.897,Male,No relevant experience,No enrollment,Masters,Arts,4,Unknown,0,51,1.0
0.794,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,4,113,0.0
0.926,Male,Has relevant experience,No enrollment,High School,Other,2,Pvt Ltd,2,8,0.0
0.897,Female,Has relevant experience,No enrollment,Masters,STEM,1,Unknown,1,81,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,28,0.0
0.754,Male,No relevant experience,Part time course,High School,Other,4,Unknown,2,66,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,29,0.0
0.89,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,107,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,Other,7,Pvt Ltd,1,62,0.0
0.893,Male,Has relevant experience,No enrollment,High School,Other,16,Unknown,5,35,0.0
0.738,Unknown,No relevant experience,No enrollment,High School,Other,4,Unknown,0,12,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,10,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Funded Startup,2,288,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,1,3,1.0
0.698,Male,Has relevant experience,Part time course,Graduate,STEM,4,Pvt Ltd,1,33,0.0
0.91,Male,Has relevant experience,No enrollment,High School,Other,18,Unknown,2,17,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,0,84,1.0
0.92,Male,No relevant experience,No enrollment,High School,Other,7,Unknown,1,41,1.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,12,NGO,2,17,0.0
0.884,Male,No relevant experience,No enrollment,Graduate,STEM,21,NGO,2,132,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Business Degree,2,Pvt Ltd,1,148,0.0
0.895,Male,Has relevant experience,Part time course,Graduate,STEM,19,Early Stage Startup,4,6,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,Business Degree,5,Pvt Ltd,5,141,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,21,Pvt Ltd,5,63,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Public Sector,2,146,1.0
0.762,Unknown,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,2,11,0.0
0.925,Male,Has relevant experience,No enrollment,Masters,STEM,19,Pvt Ltd,1,58,0.0
0.939,Male,Has relevant experience,Full time course,High School,Other,3,Pvt Ltd,2,8,0.0
0.855,Male,Has relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,2,66,0.0
0.55,Male,No relevant experience,Full time course,Primary School,Other,3,Unknown,0,210,1.0
0.579,Unknown,No relevant experience,No enrollment,Masters,STEM,1,Public Sector,1,62,1.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,1,Pvt Ltd,0,94,0.0
0.762,Male,Has relevant experience,Full time course,Phd,STEM,7,Unknown,1,24,1.0
0.6659999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,52,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,1,51,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Funded Startup,1,52,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,73,0.0
0.893,Unknown,No relevant experience,No enrollment,Masters,Humanities,15,Unknown,5,9,0.0
0.742,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,2,238,0.0
0.878,Male,No relevant experience,Full time course,Graduate,STEM,16,Unknown,0,139,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,3,55,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,15,Unknown,4,50,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,111,0.0
0.92,Male,No relevant experience,Part time course,Graduate,STEM,2,Pvt Ltd,1,160,0.0
0.887,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,96,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Other,8,Unknown,1,92,0.0
0.624,Female,No relevant experience,No enrollment,Graduate,Arts,0,Funded Startup,1,36,0.0
0.897,Male,No relevant experience,No enrollment,High School,Other,4,Pvt Ltd,0,24,0.0
0.698,Male,No relevant experience,No enrollment,Graduate,STEM,5,Unknown,1,42,1.0
0.91,Male,Has relevant experience,No enrollment,High School,Other,6,Unknown,1,86,0.0
0.926,Male,No relevant experience,No enrollment,High School,Other,1,Unknown,0,58,0.0
0.884,Female,No relevant experience,No enrollment,Graduate,Humanities,21,Unknown,0,7,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,123,0.0
0.903,Male,No relevant experience,Full time course,Graduate,STEM,13,Unknown,1,69,1.0
0.6659999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,3,40,0.0
0.91,Male,Has relevant experience,No enrollment,High School,Other,10,Pvt Ltd,5,53,1.0
0.8270000000000001,Unknown,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,1,52,0.0
0.6659999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,312,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,25,0.0
0.735,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,5,56,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,Arts,3,Unknown,1,41,0.0
0.92,Male,Has relevant experience,Full time course,Masters,STEM,10,Pvt Ltd,2,31,0.0
0.5579999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,5,68,1.0
0.698,Unknown,No relevant experience,Part time course,Masters,STEM,0,Unknown,2,108,1.0
0.802,Male,Has relevant experience,No enrollment,Graduate,Other,15,Unknown,1,78,0.0
0.624,Male,No relevant experience,No enrollment,Graduate,Other,2,NGO,2,48,1.0
0.903,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,172,0.0
0.555,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Unknown,1,112,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,2,20,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,1,10,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,0,Unknown,1,61,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,17,Pvt Ltd,5,11,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,10,Public Sector,2,32,0.0
0.84,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,5,2,0.0
0.743,Male,No relevant experience,Part time course,Primary School,Other,2,Early Stage Startup,0,48,0.0
0.91,Female,Has relevant experience,No enrollment,Masters,Business Degree,2,Pvt Ltd,1,78,0.0
0.698,Male,No relevant experience,Full time course,Masters,STEM,4,Unknown,1,66,1.0
0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,0,58,0.0
0.804,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,4,13,0.0
0.624,Female,No relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,3,69,1.0
0.884,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,31,1.0
0.698,Unknown,No relevant experience,Part time course,Graduate,STEM,6,NGO,2,135,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,18,0.0
0.91,Unknown,No relevant experience,No enrollment,Masters,STEM,1,Unknown,1,202,0.0
0.7659999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Unknown,5,264,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,2,156,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,15,0.0
0.939,Male,Has relevant experience,Full time course,High School,Other,4,Pvt Ltd,1,106,1.0
0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,0,40,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,8,Funded Startup,3,50,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,1,14,0.0
0.92,Male,No relevant experience,Full time course,Masters,STEM,17,Unknown,1,32,1.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,1,18,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,4,60,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,122,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,29,0.0
0.762,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,NGO,1,22,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Other,21,Funded Startup,1,26,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,1,17,0.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,11,0.0
0.925,Male,No relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,62,0.0
0.8270000000000001,Male,No relevant experience,Full time course,High School,Other,9,Unknown,0,152,0.0
0.767,Male,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,9,0.0
0.624,Male,Has relevant experience,Part time course,Graduate,STEM,2,Early Stage Startup,1,8,1.0
0.74,Male,No relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,2,53,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,2,32,1.0
0.624,Female,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,1,9,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,3,156,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,102,0.0
0.926,Male,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,5,5,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,21,Pvt Ltd,5,136,0.0
0.855,Unknown,No relevant experience,Full time course,Graduate,STEM,5,Unknown,0,158,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,11,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,1,42,1.0
0.764,Male,Has relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,5,78,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,64,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Unknown,3,68,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,Other,21,Pvt Ltd,1,78,0.0
0.624,Unknown,No relevant experience,No enrollment,Graduate,No Major,15,Unknown,0,18,0.0
0.55,Male,No relevant experience,No enrollment,Masters,Business Degree,4,Unknown,4,39,1.0
0.6890000000000001,Unknown,No relevant experience,Full time course,High School,Other,4,Unknown,0,11,0.0
0.92,Unknown,No relevant experience,Part time course,Graduate,STEM,5,Unknown,0,78,1.0
0.624,Male,Has relevant experience,Full time course,Masters,STEM,1,Pvt Ltd,1,24,1.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,0,Pvt Ltd,1,92,0.0
0.924,Male,No relevant experience,Full time course,Masters,STEM,9,Public Sector,1,45,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,1,110,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,82,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,14,Pvt Ltd,2,80,0.0
0.8270000000000001,Unknown,No relevant experience,No enrollment,High School,Other,6,Unknown,0,21,1.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,2,31,0.0
0.738,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,20,0.0
0.939,Unknown,Has relevant experience,Part time course,Graduate,STEM,5,Public Sector,4,22,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,1,149,1.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,4,Funded Startup,2,236,0.0
0.682,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Public Sector,2,140,1.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,7,Public Sector,2,68,1.0
0.897,Unknown,No relevant experience,No enrollment,Phd,STEM,15,Public Sector,3,111,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,1,19,1.0
0.6659999999999999,Unknown,No relevant experience,No enrollment,Graduate,STEM,18,Unknown,5,18,1.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,4,9,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,67,1.0
0.926,Unknown,No relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,264,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,78,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,4,84,0.0
0.855,Unknown,No relevant experience,No enrollment,High School,Other,1,Unknown,0,96,0.0
0.725,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,0,160,0.0
